artist,song,chordAbs,chordRel,link,keyTonic,keyScale
A Perfect Circle,3 Libras,"['Asus2', 'C#m9', 'Asus2', 'E(add9)', 'C#m9', 'Asus2', 'C#m9', 'Asus2', 'E(add9)', 'C#m9', 'Dmaj9', 'Dmaj9', 'Dmaj9', 'Dmaj9', 'Asus2', 'B(add9)', 'C#m7', 'Asus2', 'B(add9)', 'C#m7', 'D(add9)', 'E', 'C', 'F', 'E', 'C', 'F', 'E', 'C', 'F', 'E', 'C', 'F', 'Asus2', 'E(add9)', 'B', 'G', 'Asus2', 'E(add9)', 'B', 'G', 'Asus2', 'E(add9)', 'B', 'G', 'Asus2', 'E(add9)', 'B', 'G', 'C#m7']","['Isus2', 'iii9', 'Isus2', 'V(add9)', 'iii9', 'Isus2', 'iii9', 'Isus2', 'V(add9)', 'iii9', 'bIV9', 'bIV9', 'bIV9', 'bIV9', 'Isus2', 'II(add9)', 'iii7', 'Isus2', 'II(add9)', 'iii7', 'bIV(add9)', 'V', 'bIII', 'bVI', 'V', 'bIII', 'bVI', 'V', 'bIII', 'bVI', 'V', 'bIII', 'bVI', 'Isus2', 'V(add9)', 'II', 'bVII', 'Isus2', 'V(add9)', 'II', 'bVII', 'Isus2', 'V(add9)', 'II', 'bVII', 'Isus2', 'V(add9)', 'II', 'bVII', 'iii7']",/theorytab/view/a-perfect-circle/3-libras,A,lydian
A Perfect Circle,Blue,"['E', 'G/D', 'G', 'E', 'G/D', 'G', 'A', 'C', 'A', 'C']","['I', 'III64', 'III', 'I', 'III64', 'III', 'IV', 'VI', 'IV', 'VI']",/theorytab/view/a-perfect-circle/blue,E,minor
A Perfect Circle,John Lennon - Imagine,"['C', 'Ab/C', 'C', 'Fm/Ab', 'C', 'Ab/C', 'C', 'Ab/Eb', 'Ab/C', 'Ab/C', 'Ab/Eb', 'C', 'Ab/Eb', 'Ab', 'C/G', 'Fm']","['I', 'VI6', 'I', 'iv6', 'I', 'VI6', 'I', 'VI64', 'VI6', 'VI6', 'VI64', 'I', 'VI64', 'VI', 'V64', 'iv']",/theorytab/view/a-perfect-circle/john-lennon---imagine,C,minor
A Perfect Circle,Passive,"['Gm', 'Bb', 'Fsus4', 'Csus4', 'C', 'Gm', 'Bb', 'Fsus4', 'C', 'Gm', 'Fsus2', 'Bb', 'Gm', 'Fsus2', 'Bb', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm']","['i', 'III', 'VIIsus4', 'IVsus4', 'IV', 'i', 'III', 'VIIsus4', 'IV', 'i', 'VIIsus2', 'III', 'i', 'VIIsus2', 'III', 'i', 'III', 'VII', 'IV', 'i', 'III', 'VII', 'IV', 'i', 'III', 'i', 'III', 'i']",/theorytab/view/a-perfect-circle/passive,G,dorian
A Perfect Circle,TalkTalk,"['C#m', 'A', 'C#m', 'A', 'F#m']","['i', 'VI', 'i', 'VI', 'iv']",/theorytab/view/a-perfect-circle/talktalk,C#,phrygian
A Perfect Circle,The Doomed,"['Em', 'Em', 'Em/D', 'Em(b5)/D', 'Em/G', 'A', 'C', 'D', 'G', 'C', 'D', 'C', 'D', 'G', 'C', 'D']","['i', 'i', 'i42', 'iø42', 'i6', 'IV', 'bVI', 'VII', 'III', 'bVI', 'VII', 'bVI', 'VII', 'III', 'bVI', 'VII']",/theorytab/view/a-perfect-circle/the-doomed,E,dorian
A Perfect Circle,The nurse who loved me,"['Db', 'Eb', 'Fm', 'Gb', 'Db/F', 'Cb', 'Gb', 'Ab', 'Gb', 'Gbm', 'Db', 'Ab', 'Gb', 'Gbm', 'Db', 'Ab', 'Gb', 'Gbm', 'Db', 'Ab', 'Gb', 'Gbm', 'Db', 'Ab', 'Db']","['I', 'II', 'iii', 'IV', 'I6', 'bVII', 'IV', 'V', 'IV', 'iv', 'I', 'V', 'IV', 'iv', 'I', 'V', 'IV', 'iv', 'I', 'V', 'IV', 'iv', 'I', 'V', 'I']",/theorytab/view/a-perfect-circle/the-nurse-who-loved-me,Db,major
A Perfect Circle,Weak and Powerless,"['F#', 'A(add9)', 'C#m', 'B', 'F#', 'A(add9)', 'E6', 'B', 'F#', 'D#o/A', 'E6', 'B', 'Amaj7', 'Emaj7', 'B(add9)']","['I', 'III(add9)', 'v', 'IV', 'I', 'III(add9)', 'v65', 'IV', 'I', 'vio64', 'v65', 'IV', 'III7', 'VII7', 'IV(add9)']",/theorytab/view/a-perfect-circle/weak-and-powerless,F#,dorian
A Sunny Day in Glasgow,The Body It Bends,"['Eb', 'Ab', 'Cm', 'Ab', 'Eb', 'Ab', 'Cm', 'Ab', 'Eb', 'Ab', 'Cm', 'Ab', 'Am', 'Ab']","['VI', 'II', 'iv', 'II', 'VI', 'II', 'iv', 'II', 'VI', 'II', 'iv', 'II', '#ii', 'II']",/theorytab/view/a-sunny-day-in-glasgow/the-body-it-bends,G,phrygian
A Tribe Called Quest,Bonita Applebum,"['Eb/Bb', 'F/C', 'Abmaj7', 'Eb/Bb', 'Eb/Bb', 'F/C', 'Abmaj7', 'Eb/Bb']","['III64', 'IV64', 'IV7', 'III64', 'III64', 'IV64', 'IV7', 'III64']",/theorytab/view/a-tribe-called-quest/bonita-applebum,C,dorian
A Tribe Called Quest,Electric Relaxation,"['E', 'D#7sus4', 'G#6', 'C#(add9)', 'B(add9)', 'A6', 'E', 'D#7sus4', 'G#6', 'C#(add9)', 'B(add9)', 'A6']","['VI', 'v7sus4', '#vi65', 'IV(add9)', 'III(add9)', 'vii65', 'VI', 'v7sus4', '#vi65', 'IV(add9)', 'III(add9)', 'vii65']",/theorytab/view/a-tribe-called-quest/electric-relaxation,G#,minor
A Tribe Called Quest,Find A Way,"['G#m(add9)', 'B(add9)', 'G#7/B#', 'C#maj7/E#', 'F#7/E', 'G#m(add9)', 'B(add9)', 'G#7/B#', 'C#maj7/E#', 'F#7/E']","['ii(add9)', 'IV(add9)', 'V65', 'V65', 'V42', 'ii(add9)', 'IV(add9)', 'V65', 'V65', 'V42']",/theorytab/view/a-tribe-called-quest/find-a-way,F#,major
A Tribe Called Quest,Word Play,"['F#m/E', 'E7', 'A#m7(b5)/E', 'D/E']","['i42', 'VII7', '#iiiø43', 'VII11']",/theorytab/view/a-tribe-called-quest/word-play,F#,dorian
A-ha,Take on Me,"['Bm(add9)', 'Bm7', 'Bm', 'Bm(add9)', 'Bm7', 'E7', 'A', 'Dmaj7', 'C#m7', 'Bm7', 'E7', 'A', 'Dmaj7', 'C#m7', 'Bm', 'E7', 'Bm7', 'E9', 'C#m', 'G', 'C#m', 'G', 'Gmaj7', 'Bm(add9)', 'E', 'Bm(add9)', 'Bm7', 'C#m7', 'Bm', 'Bm(add9)', 'Bm', 'E7', 'A', 'Dmaj7', 'C#m7', 'Bm', 'E7', 'A', 'Dmaj7', 'C#m7', 'Bm', 'E7', 'Bm7', 'E(add9)/B', '', 'Bm7', 'E7', 'A', 'Dmaj7', 'C#m7', 'Bm7', 'E7', 'A', 'Dmaj7', 'C#m7', 'Bm7', 'E7', 'F#m', 'D', 'A', 'C#m7/G#', 'F#m7', 'D', 'A', 'C#m7/G#', 'F#m7', 'D', 'A', 'C#m7/G#', 'F#m7', 'D', 'A', 'C#m7/G#', 'D', 'E']","['ii(add9)', 'ii7', 'ii', 'ii(add9)', 'ii7', 'V7', 'I', 'IV7', 'iii7', 'ii7', 'V7', 'I', 'IV7', 'iii7', 'ii', 'V7', 'ii7', 'V9', 'iii', 'bVII', 'iii', 'bVII', 'bVII7', 'ii(add9)', 'V', 'ii(add9)', 'ii7', 'iii7', 'ii', 'ii(add9)', 'ii', 'V7', 'I', 'IV7', 'iii7', 'ii', 'V7', 'I', 'IV7', 'iii7', 'ii', 'V7', 'ii7', 'V64(add9)', '', 'ii7', 'V7', 'I', 'IV7', 'iii7', 'ii7', 'V7', 'I', 'IV7', 'iii7', 'ii7', 'V7', 'vi', 'IV', 'I', 'iii43', 'vi7', 'IV', 'I', 'iii43', 'vi7', 'IV', 'I', 'iii43', 'vi7', 'IV', 'I', 'iii43', 'IV', 'V']",/theorytab/view/a-ha/take-on-me,A,major
A-ha,The Sun Always Shines On TV,"['Em', 'Am7', 'F', 'C', 'G', 'Em', 'Am7', 'F', 'C', 'G', 'Am', 'F/C', 'Dm', 'Gsus4', 'G', 'C/E', 'Am', 'G6', 'Dm/F', 'D', 'F', 'Am', 'D', 'Am', 'D', 'Am(add9)', 'Am/C', 'Dm7', 'Am(add9)', 'Am/C', 'Dm7', 'Dm/F', 'Em', 'Am7', 'F', 'C', 'G', 'Em', 'Am7', 'F', 'C', 'G', 'Em', 'Am7', 'F', 'C', 'G', 'Em', 'Am7', 'F', 'Am', 'C/G', 'F', 'G', 'Em', 'Bm(b5)/A', 'Bm(b5)/A']","['iii', 'vi7', 'IV', 'I', 'V', 'iii', 'vi7', 'IV', 'I', 'V', 'i', 'VI64', 'iv', 'VIIsus4', 'VII', 'III6', 'i', 'v65', 'iv6', 'IV', 'VI', 'i', 'IV', 'i', 'IV', 'i(add9)', 'i6', 'iv7', 'i(add9)', 'i6', 'iv7', 'iv6', 'iii', 'vi7', 'IV', 'I', 'V', 'iii', 'vi7', 'IV', 'I', 'V', 'iii', 'vi7', 'IV', 'I', 'V', 'iii', 'vi7', 'IV', 'vi', 'I64', 'IV', 'V', 'iii', 'viiø42', 'viiø42']",/theorytab/view/a-ha/the-sun-always-shines-on-tv,C,major
ABBA,Dancing Queen,"['E', 'C#7', 'F#m', 'B7/D#', 'D(add9)', 'Bm7(add11add13)', 'A', 'D/A', 'A', 'D/A', 'A', 'D/A', 'A', 'D/A', 'A', 'D/A', 'A', 'D/A', 'Amaj7sus2', 'A', 'E/G#', 'D/F#', 'A/E', 'A', 'D/A', 'A', 'F#m7', 'E', 'E', 'E', 'F#m', 'F#m', 'E', 'F#m', 'F#m']","['V', 'V7', 'vi', 'II65', 'IV(add9)', 'ii7(add11add13)', 'I', 'IV64', 'I', 'IV64', 'I', 'IV64', 'I', 'IV64', 'I', 'IV64', 'I', 'IV64', 'I7sus2', 'I', 'V6', 'IV6', 'I64', 'I', 'IV64', 'I', 'vi7', 'V', 'V', 'V', 'vi', 'vi', 'V', 'vi', 'vi']",/theorytab/view/abba/dancing-queen,A,major
ABBA,Does Your Mother Know,"['G', 'G', 'C/G', 'Cm/G', 'G', 'Cm/G', 'G', 'Cm/G', 'G', 'G', 'Em', 'G', 'C', 'G/B', 'Am', 'G', 'D', 'D', 'G', 'G', 'G/B', 'C', 'Csus4', 'C', 'Csus4', 'C', 'G', 'G/B', 'C', 'Csus4', 'C', 'Csus4', 'C', 'G']","['I', 'I', 'IV64', 'iv64', 'I', 'iv64', 'I', 'iv64', 'I', 'I', 'vi', 'I', 'IV', 'I6', 'ii', 'I', 'V', 'V', 'I', 'V', 'V6', 'I', 'Isus4', 'I', 'Isus4', 'I', 'V', 'V6', 'I', 'Isus4', 'I', 'Isus4', 'I', 'V']",/theorytab/view/abba/does-your-mother-know,G,major
ABBA,Don't Shut Me Down,"['Cm', 'F', 'Cm', 'F', 'Bb', 'Gm', 'Cm', 'Ab', 'Eb/G', 'Bb', 'Eb', 'Bb/D', 'Cm', 'Eb/Bb', 'Ab', 'Eb/G', 'Ab', 'Bb', 'G/B', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'C', 'G', 'C', 'G/B', 'Am', 'F', 'C/E', 'F', 'C/G', 'C/E', 'G', 'C/G', 'F/A']","['i', 'IV', 'i', 'IV', 'VII', 'v', 'i', 'VI', 'III6', 'VII', 'III', 'VII6', 'i', 'III64', 'VI', 'III6', 'VI', 'VII', 'V6', 'V', 'I', 'I42', 'vi', 'ii', 'V', 'I', 'V', 'I', 'V6', 'vi', 'IV', 'I6', 'IV', 'I64', 'I6', 'V', 'I64', 'IV6']",/theorytab/view/abba/dont-shut-me-down,C,minor
ABBA,Gimme Gimme Gimme A Man After Midnight,"['Dm', 'Gm/Bb', 'C(add9)', 'Dm', 'Gm/Bb', 'Dm', 'C(add9)', 'Dm', 'Dm', 'Gm/Bb', 'C(add9)', 'Dm', 'Gm/Bb', 'Dm', 'C(add9)', 'Dm', 'Dm', 'Gm/Bb', 'C', 'Dm', 'Gm/Bb', 'Dm', 'C', 'Dm', 'Dm', 'Gm/Bb', 'C', 'Dm', 'Gm/Bb', 'Dm', 'C', 'Dm', 'Dm', 'C', 'Am', 'Dsus4', 'G', 'G', 'G', 'Dm', 'Dm', 'C', 'Am', 'Dsus4', 'G', 'G', 'G', 'Dm', 'Bb', 'Bb', 'Gm6', 'Gm6', 'Dm/A', 'A', 'Dm', 'E', 'F', 'Am', 'Dm', 'Dm', 'E', 'F', 'Am', 'Dm', 'Dm']","['i', 'iv6', 'VII(add9)', 'i', 'iv6', 'i', 'VII(add9)', 'i', 'i', 'iv6', 'VII(add9)', 'i', 'iv6', 'i', 'VII(add9)', 'i', 'i', 'iv6', 'VII', 'i', 'iv6', 'i', 'VII', 'i', 'i', 'iv6', 'VII', 'i', 'iv6', 'i', 'VII', 'i', 'i', 'VII', 'v', 'isus4', 'IV', 'IV', 'IV', 'i', 'i', 'VII', 'v', 'isus4', 'IV', 'IV', 'IV', 'i', 'VI', 'VI', 'iiø65', 'iiø65', 'i64', 'V', 'i', 'V', 'III', 'v', 'i', 'i', 'V', 'III', 'v', 'i', 'i']",/theorytab/view/abba/gimme-gimme-gimme-a-man-after-midnight,D,minor
ABBA,Happy New Year,"['A', 'C#7', 'F#m', 'D', 'F#7', 'F#7', 'F#7', 'F#7', 'F#7', 'F#7', 'Bm', 'E', 'A', 'C#7', 'F#m', 'D', 'F#7', 'F#7', 'F#7', 'F#7', 'F#7', 'F#7', 'Bm', 'E', 'Bm', 'E', 'A']","['I', 'V7', 'vi', 'IV', 'V7', 'V7', 'V7', 'V7', 'V7', 'V7', 'ii', 'V', 'I', 'V7', 'vi', 'IV', 'V7', 'V7', 'V7', 'V7', 'V7', 'V7', 'ii', 'V', 'ii', 'V', 'I']",/theorytab/view/abba/happy-new-year,A,major
ABBA,Head Over Heels,"['G#', 'G#/B#', 'G#/D#', 'G#', 'G#/B#', 'G#/D#', 'G#7/F#', 'G#', 'C#m', 'C#m/E', 'C#m/G#', 'C#m', 'C#m/E', 'C#m/G#', 'G#', 'G#/B#', 'G#/D#', 'G#', 'G#/B#', 'G#/D#', 'G#7/F#', 'G#', 'C#m', 'C#m/E', 'C#m/G#', 'C#m', 'C#m/E', 'C#m/G#', 'B', 'B/D#', 'B/F#', 'G#7(b9b13)', 'B#o7', 'B#o7/D#', 'C#m', 'C#m', 'C#m/B', 'C#m/B', 'A', 'G#', 'C#m', 'C#sus2', 'C#m', 'C#', 'F#m/C#', 'C#', 'F#m/C#', 'F#m/C#', 'B7', 'B7/A', 'G#m7', 'B7/A', 'B7', 'D#m(b5)/C#', 'D6', 'B7/D#', 'B7', 'B7', 'D#m(b5)/C#', 'D6', 'B7/D#', 'G#7', 'B#m(b5)/A#', 'B#o', 'C#m', 'B7', 'A', 'G#', 'C#m', 'C#sus2', 'C#m', 'C#', 'F#m/C#', 'C#', 'F#m/C#', 'F#m/C#', 'B7', 'B7/A', 'G#m7', 'B7/A', 'B7', 'D#m(b5)/C#', 'D6', 'B7/D#', 'B7', 'B7', 'D#m(b5)/C#', 'D6', 'B7/D#', 'G#7', 'B#m(b5)/A#', 'B#o', 'C#m', 'B7', 'A', 'G#', 'C#m', 'C#sus4', 'C#m', 'C#m']","['V', 'V6', 'V64', 'V', 'V6', 'V64', 'V42', 'V', 'i', 'i6', 'i64', 'i', 'i6', 'i64', 'V', 'V6', 'V64', 'V', 'V6', 'V64', 'V42', 'V', 'i', 'i6', 'i64', 'i', 'i6', 'i64', 'VII', 'VII6', 'VII64', 'Vb9(b13)', 'viio7', '#viio65', 'i', 'i', 'i42', 'i42', 'VI', 'V', 'i', 'isus2', 'i', 'I', 'iv64', 'I', 'iv64', 'iv64', 'VII7', 'VII42', 'v7', 'VII42', 'VII7', 'iiø42', 'vii65', 'VII65', 'VII7', 'VII7', 'iiø42', 'vii65', 'VII65', 'V7', '#viiø42', '#viio', 'i', 'VII7', 'VI', 'V', 'i', 'isus2', 'i', 'I', 'iv64', 'I', 'iv64', 'iv64', 'VII7', 'VII42', 'v7', 'VII42', 'VII7', 'iiø42', 'vii65', 'VII65', 'VII7', 'VII7', 'iiø42', 'vii65', 'VII65', 'V7', '#viiø42', '#viio', 'i', 'VII7', 'VI', 'V', 'i', 'isus4', 'i', 'i']",/theorytab/view/abba/head-over-heels,C#,minor
ABBA,I Do I Do I Do I Do I Do,"['G', 'G/B', 'G/D', 'G', 'G/B', 'G/D', 'C', 'C/E', 'C/G', 'G', 'G7/F', 'Em7', 'G/D', 'Gm', 'Gm/D', 'C7', 'C7/G', 'C7', 'F', 'F/E', 'Dm7', 'F/C', 'D7', 'D7/A', 'D7', 'D7/A', 'Dm7', 'F6', 'Dm7/A', 'G', 'G7/F', 'Em7', 'G/D', 'C', 'G', 'C', 'C/G', 'C', 'C/G', 'A', 'A/C#', 'A/E', 'Dm', 'Dm/F', 'Dm/A', 'G', 'G/B', 'G/D', 'G', 'G/B', 'G/D', 'C', 'C/E', 'C/G', 'G', 'G7/F', 'Em7', 'G/D']","['V', 'V6', 'V64', 'V', 'V6', 'V64', 'I', 'I6', 'I64', 'V', 'V42', 'iii7', 'V64', 'ii', 'ii64', 'V7', 'V43', 'V7', 'I', 'I42', 'vi7', 'I64', 'V7', 'V43', 'V7', 'V43', 'vi7', 'vi65', 'vi43', 'V', 'V42', 'vii7', 'V64', 'I', 'V', 'I', 'I64', 'I', 'I64', 'V', 'V6', 'V64', 'ii', 'ii6', 'ii64', 'V', 'V6', 'V64', 'V', 'V6', 'V64', 'I', 'I6', 'I64', 'V', 'V42', 'iii7', 'V64']",/theorytab/view/abba/i-do-i-do-i-do-i-do-i-do,C,major
ABBA,I'm a Marionette,"['Em', 'Em/D', 'C', 'D', 'Em', 'C(add#11)', 'F#m7(b5)', 'C', 'D#o7', 'C(add#11)', 'C(add#11)/G', 'C(add#11)', 'F#m7(b5)', 'C', 'D#o7', 'C(add#11)', 'C(add#11)/G', 'C(add#11)', 'F#m7(b5)', 'C', 'D#o7', 'C(add#11)', 'F#m7(b5)', 'C', 'D#o7', 'C', 'F#m7(b5)', 'C', 'B7(b9)', 'B']","['i', 'i42', 'VI', 'VII', 'i', 'VI(add11)', 'iiø7', 'VI', '#viiob7', 'VI(add11)', 'VI64(add11)', 'VI(add11)', 'iiø7', 'VI', '#viiob7', 'VI(add11)', 'VI64(add11)', 'VI(add11)', 'iiø7', 'VI', '#viiob7', 'VI(add11)', 'iiø7', 'VI', '#viiob7', 'VI', 'iiø7', 'VI', 'V7(b9)', 'V']",/theorytab/view/abba/im-a-marionette,E,minor
ABBA,Just A Notion,"['C', 'Am', 'Am/G', 'F', 'G', 'C', 'Em/B', 'A7', 'Dm', 'G', 'Dm', 'G', 'C', 'C7', 'F', 'F#o7', 'C', 'Em/B', 'A7', 'Dm', 'G', 'Dm', 'E', 'Am', 'Am/G', 'D7/F#', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'E/B']","['I', 'vi', 'vi42', 'IV', 'V', 'I', 'iii64', 'V7', 'ii', 'V', 'ii', 'V', 'I', 'V7', 'IV', 'viio7', 'I', 'iii64', 'V7', 'ii', 'V', 'ii', 'V', 'vi', 'vi42', 'II65', 'I', 'IV', 'V', 'I', 'IV', 'V', 'I', 'IV', 'V', 'I', 'V64']",/theorytab/view/abba/just-a-notion,C,major
ABBA,Knowing Me Knowing You,"['D', 'D/C#', 'Bm7', 'Dmaj7/A', 'F#m', 'G', 'A', 'D', 'D/C#', 'Bm7', 'Dmaj7/A', 'F#m', 'G', 'A', 'D', 'D/C#', 'Bm7', 'Dmaj7/A', 'F#m', 'G', 'A', 'D', 'D/C#', 'Bm7', 'Dmaj7/A', 'C#', 'A#m', 'B', 'B', 'E#o', 'A#m', 'B', 'B', 'E#o', 'A#m', 'B', 'E#o', 'G#m', 'A#m', 'B', 'E#o', 'A#m', 'B', 'E#o', 'A#m7', 'B', 'E#o', 'Gm', 'Eo', 'F', 'F', 'Bb', 'Eo', 'F', 'F', 'Bb', 'Eo', 'F', 'Bb', 'Dm', 'Eo', 'F', 'Bb', 'Eo', 'F', 'Bb', 'Em7(b5)', 'F', 'Bb', 'Eb', 'Cm', 'D', 'D', 'Gm', 'Cm', 'D', 'D', 'Gm', 'Cm', 'D', 'Gm', 'Bb+', 'Cm', 'D', 'Gm', 'Cm', 'D', 'Gm', 'Cm7', 'D', 'Gm', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'F#m', 'G', 'A', 'D', 'G', 'A', 'D', 'Gmaj7', 'A', 'D', 'D', 'Em', 'Em7', 'Bm7', 'F#m7', 'D', 'Em', 'Em7', 'Bm/A', 'Bm7', 'F#m7', 'Bm', 'Asus4', 'A', 'Asus2', 'A', 'Asus2sus4', 'A', 'G', 'Bm', 'G', 'A', 'G', 'Em', 'Bm7', 'G', 'A']","['I', 'I42', 'vi7', 'I43', 'iii', 'IV', 'V', 'I', 'I42', 'vi7', 'I43', 'iii', 'IV', 'V', 'I', 'I42', 'vi7', 'I43', 'iii', 'IV', 'V', 'I', 'I42', 'vi7', 'I43', 'VI', 'iv', 'V', 'V', 'io', 'iv', 'V', 'V', 'io', 'iv', 'V', 'io', 'iii', 'iv', 'V', 'io', 'iv', 'V', 'io', 'iv7', 'V', 'io', 'vi', 'ivo', 'V', 'V', 'I', 'ivo', 'V', 'V', 'I', 'ivo', 'V', 'I', 'iii', 'ivo', 'V', 'I', 'ivo', 'V', 'I', 'ivø7', 'V', 'I', 'VI', 'iv', 'V', 'V', 'i', 'iv', 'V', 'V', 'i', 'iv', 'V', 'i', 'III+', 'iv', 'V', 'i', 'iv', 'V', 'i', 'iv7', 'V', 'i', 'V', 'I', 'IV', 'V', 'I', 'IV', 'V', 'I', 'iii', 'IV', 'V', 'I', 'IV', 'V', 'I', 'IV7', 'V', 'I', 'I', 'ii', 'ii7', 'vi7', 'iii7', 'I', 'ii', 'ii7', 'vi42', 'vi7', 'iii7', 'vi', 'Vsus4', 'V', 'Vsus2', 'V', 'Vsus2sus4', 'V', 'IV', 'vi', 'IV', 'V', 'IV', 'ii', 'vi7', 'IV', 'V']",/theorytab/view/abba/knowing-me-knowing-you,D,major
ABBA,Lay All Your Love On Me,"['Dm', 'A/C#', 'Dm', 'A/C#', 'Dm', 'A7', 'Bb', 'A', 'Dm', 'C/E', 'F', 'Bb6', 'C7', 'F', 'Dm', 'Dm', 'A7/C#', 'A7/C#', 'Dm', 'Em7(b5)', 'Dm/F', 'G']","['i', 'V6', 'i', 'V6', 'i', 'V7', 'VI', 'V', 'i', 'VII6', 'III', 'iv65', 'VII7', 'III', 'i', 'i', 'V65', 'V65', 'i', 'iiø7', 'i6', 'IV']",/theorytab/view/abba/lay-all-your-love-on-me,D,minor
ABBA,Mamma Mia,"['D', 'D+', 'D', 'D+', 'D', 'D+', 'D', 'D+', 'D', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'A/C#', 'Bm', 'A', 'G', 'C', 'G', 'Em', 'A', 'D', 'Bm', 'G', 'C', 'G', 'Em', 'A', 'D', 'G', 'C/G', 'G', 'Gmaj7sus2', 'D', 'G', 'C/G', 'G', 'Gmaj7sus2', 'G', 'D', 'A', 'G', 'D', 'A', 'D', 'Dmaj9(no3)', 'D', 'G', 'C', 'G', 'D', 'Dmaj9(no3)', 'D', 'G', 'C', 'G', 'D', 'D+', 'D', 'D+', 'G', 'A']","['I', 'I+(#5)', 'I', 'I+(#5)', 'I', 'I+(#5)', 'I', 'I+(#5)', 'I', 'IV', 'IV', 'IV', 'I', 'IV', 'IV', 'IV', 'I', 'IV', 'IV', 'IV', 'I', 'IV', 'IV', 'IV', 'I', 'V6', 'vi', 'V', 'IV', 'IV', 'IV', 'ii', 'V', 'I', 'vi', 'IV', 'IV', 'IV', 'ii', 'V', 'I', 'IV', 'IV64', 'IV', 'IV7sus2', 'I', 'IV', 'IV64', 'IV', 'IV7sus2', 'IV', 'I', 'V', 'IV', 'I', 'V', 'I', 'I9(no3)', 'I', 'IV', 'bVII', 'IV', 'I', 'I9(no3)', 'I', 'IV', 'bVII', 'IV', 'I', 'I+(#5)', 'I', 'I+(#5)', 'IV', 'V']",/theorytab/view/abba/mamma-mia,D,major
ABBA,Money Money Money,"['Am', 'B7', 'Bo/D', 'E7', 'Am', 'Am', 'B7', 'Bo/D', 'E7', 'Am', 'Am', 'Dm', 'E7', 'A7', 'Dm', 'F7', 'E', 'Am', 'Dm', 'E7', 'Am', 'Am', 'Am', 'E7/G#', 'E7', 'Am', 'Am', 'E7/G#', 'E7', 'Am', 'Asus4', 'Am', 'Asus2', 'Am', 'Am/G', 'Bb/F', 'F', 'Fsus#4', 'F', 'Dm', 'B7/D#', 'Am', 'F7', 'Dm', 'E7', 'Am', 'Am', 'Am']","['i', 'V7', 'iio6', 'V7', 'i', 'i', 'V7', 'iio6', 'V7', 'i', 'i', 'iv', 'V7', 'V7', 'iv', 'VI7', 'V', 'i', 'iv', 'V7', 'i', 'i', 'i', 'V65', 'V7', 'i', 'i', 'V65', 'V7', 'i', 'isus4', 'i', 'isus2', 'i', 'i42', 'IV64', 'VI', 'VIsus4', 'VI', 'iv', 'V65', 'i', 'VI7', 'iv', 'V7', 'i', 'i', 'i']",/theorytab/view/abba/money-money-money,A,minor
ABBA,One Of Us,"['G', 'Gmaj7', 'Bm', 'Esus4', 'Em/D', 'C', 'Bm', 'Cmaj9', 'C', 'Dsus4', 'D', 'G', 'Gmaj7', 'Bm', 'Em', 'Em/D', 'C', 'Bm', 'Bm', 'Em', 'Em', 'Am', 'Am/G', 'D', 'D', 'G', 'G/F#', 'Em', 'Em/D', 'C', 'Esus4', 'E/G#', 'Am', 'A', 'D', 'C', 'D', 'G', 'Em', 'C', 'D']","['I', 'I7', 'iii', 'visus4', 'vi42', 'IV', 'iii', 'IV9', 'IV', 'Vsus4', 'V', 'I', 'I7', 'iii', 'vi', 'vi42', 'IV', 'iii', 'iii', 'vi', 'vi', 'ii', 'ii42', 'V', 'V', 'I', 'I42', 'vi', 'vi42', 'IV', 'Vsus4', 'V6', 'ii', 'V', 'V', 'IV', 'V', 'I', 'vi', 'IV', 'V']",/theorytab/view/abba/one-of-us,G,major
