Id;Name;Episodes;Franchise;Kind;Rating;Score;Status;AiredOn;ReleasedOn
31233;Lu Shidai;14;lu_shidai;ona;pg_13;6.53;released;2013-10-10T20:00:00.0000000Z;2014-09-12T20:00:00.0000000Z
31234;Himouto! Umaru-chanS;12;himouto_umaru_chan;special;pg_13;6.97;released;2015-09-15T21:00:00.0000000Z;2016-02-16T21:00:00.0000000Z
31235;Hikawa Maru Monogatari;1;;movie;none;0.0;released;2015-08-21T21:00:00.0000000Z;
31236;Chieri to Cherry;1;;movie;g;0.0;released;2016-02-19T21:00:00.0000000Z;
31237;Ganbare-bu Next!;6;;tv;g;0.0;released;2015-06-07T21:00:00.0000000Z;2015-07-12T21:00:00.0000000Z
31238;Stitch! Perfect Memory;1;stitch;special;g;5.82;released;2015-08-06T21:00:00.0000000Z;
31239;Kotori Samba;240;;tv;g;0.0;released;2015-04-05T21:00:00.0000000Z;2016-03-08T21:00:00.0000000Z
31240;Re:Zero kara Hajimeru Isekai Seikatsu;25;re_zero;tv;r;8.28;released;2016-04-03T21:00:00.0000000Z;2016-09-18T21:00:00.0000000Z
31244;Makura no Danshi: Sono Ato no Makura no Danshi;1;makura_no_danshi;special;pg_13;4.99;released;2015-11-26T21:00:00.0000000Z;
31245;Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai;1;zutto_mae_kara_suki_deshita;movie;pg_13;7.27;released;2016-04-22T21:00:00.0000000Z;
31246;Choegang Habche: Mix Master;39;card_wang;tv;pg_13;6.19;released;2010-05-25T20:00:00.0000000Z;2011-03-15T21:00:00.0000000Z
31251;Mobile Suit Gundam: Iron-Blooded Orphans;25;gundam;tv;r;8.02;released;2015-10-03T21:00:00.0000000Z;2016-03-26T21:00:00.0000000Z
31255;Hakusai Anime Bangai-hen;1;hakusai_anime;ona;pg_13;0.0;released;2014-08-09T20:00:00.0000000Z;
31257;Spacy;1;;movie;g;5.44;released;1980-12-31T21:00:00.0000000Z;
31258;Box;1;;movie;g;5.23;released;1981-12-31T21:00:00.0000000Z;
31259;Thunder;1;;movie;g;5.22;released;1981-12-31T21:00:00.0000000Z;
31261;Drill;1;;movie;g;5.03;released;1982-12-31T21:00:00.0000000Z;
31262;Ghost;1;;movie;g;5.32;released;1983-12-31T21:00:00.0000000Z;
31263;Grim;1;;movie;g;5.53;released;1984-12-31T21:00:00.0000000Z;
31264;Shashinki;1;shashinki;movie;g;5.23;released;1985-12-31T21:00:00.0000000Z;
31265;Shashinki '87;1;shashinki;movie;g;5.29;released;1986-12-31T21:00:00.0000000Z;
31266;Wall;1;;movie;g;5.18;released;1986-12-31T21:00:00.0000000Z;
31267;Akuma no Kairozu;1;;movie;g;4.84;released;1987-12-31T21:00:00.0000000Z;
31268;Miira no Yume;1;;movie;g;5.26;released;1988-12-31T21:00:00.0000000Z;
31269;Venus;1;;movie;g;5.09;released;1989-12-31T21:00:00.0000000Z;
31280;Selector Destructed WIXOSS Movie;1;selector_spread_wixoss;movie;r;7.22;released;2016-02-12T21:00:00.0000000Z;
31283;Bikini Warriors Special;1;bikini_warriors;special;r_plus;5.38;released;2015-12-08T21:00:00.0000000Z;
31289;One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi;1;one_piece;special;pg_13;7.72;released;2015-08-21T21:00:00.0000000Z;
31297;"Tokyo Ghoul: ""Pinto""";1;tokyo_ghoul;ova;r;7.26;released;2015-12-24T21:00:00.0000000Z;
31298;Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi;6;baka_to_test_to_shoukanjuu;special;pg_13;7.02;released;2011-02-22T21:00:00.0000000Z;2011-03-29T20:00:00.0000000Z
31299;Tao Hua Yuan Ji;1;;movie;g;5.98;released;2005-12-31T21:00:00.0000000Z;
31302;Robo to Shoujo (Kari): Oshirase Gekijou (Kari);5;robo_to_shoujo_kari;ona;pg_13;0.0;released;2011-07-21T20:00:00.0000000Z;2011-09-04T20:00:00.0000000Z
31309;Balloon;1;;ona;g;5.1;released;2012-12-31T20:00:00.0000000Z;
31310;Ishikeri;1;;movie;g;5.61;released;2012-12-31T20:00:00.0000000Z;
31317;Yonimo Kimyou na Man☆Gatarou;8;;ova;r_plus;0.0;released;2009-03-05T21:00:00.0000000Z;2009-04-09T20:00:00.0000000Z
31318;Comet Lucifer;12;comet_lucifer;tv;pg_13;5.86;released;2015-10-03T21:00:00.0000000Z;2015-12-19T21:00:00.0000000Z
31319;12-sai. 2nd Season;4;age;ova;pg;6.27;released;2015-07-02T21:00:00.0000000Z;2015-11-30T21:00:00.0000000Z
31321;Shounen to Sakura;1;;ova;g;5.83;released;1983-06-30T20:00:00.0000000Z;
31324;Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!;1;grisaia;special;r_plus;7.3;released;2015-07-22T21:00:00.0000000Z;
31326;High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video;6;high_school_dxd;special;r_plus;7.34;released;2015-07-23T21:00:00.0000000Z;2016-01-26T21:00:00.0000000Z
31327;Shokugeki no Souma OVA;2;shokugeki_no_souma;ova;pg_13;7.36;released;2016-05-01T21:00:00.0000000Z;2016-07-03T21:00:00.0000000Z
31338;Hundred;12;;tv;pg_13;6.36;released;2016-04-04T21:00:00.0000000Z;2016-06-20T21:00:00.0000000Z
31339;Drifters;12;drifters;tv;r;7.94;released;2016-10-06T21:00:00.0000000Z;2016-12-22T21:00:00.0000000Z
31344;K: Missing Kings - Manner Movie;1;k;movie;g;6.53;released;2014-07-11T20:00:00.0000000Z;
31348;Xue Haizi;1;;movie;g;0.0;released;1980-11-30T21:00:00.0000000Z;
31361;Neko Enikki;13;;tv;g;0.0;released;2015-08-01T21:00:00.0000000Z;2015-09-23T21:00:00.0000000Z
31362;Osiris no Tenbin;10;osiris_no_tenbin;ona;r;0.0;released;2015-07-31T21:00:00.0000000Z;2015-09-22T21:00:00.0000000Z
31368;Grisaia no Rakuen Specials;5;grisaia;special;r_plus;7.07;released;2015-08-25T21:00:00.0000000Z;2015-12-24T21:00:00.0000000Z
31369;Mori no Ongakudan;13;;ona;pg_13;0.0;released;2015-07-29T21:00:00.0000000Z;2016-11-15T21:00:00.0000000Z
31370;Tonkatsu DJ Agetarou;12;;tv;pg_13;7.14;released;2016-04-09T21:00:00.0000000Z;2016-06-25T21:00:00.0000000Z
31373;Rudolf to Ippaiattena;1;rudolf_the_black_cat;movie;g;6.62;released;2016-08-05T21:00:00.0000000Z;
31374;Shingeki! Kyojin Chuugakkou;12;shingeki_no_kyojin;tv;pg_13;7.07;released;2015-10-03T21:00:00.0000000Z;2015-12-19T21:00:00.0000000Z
31376;Flying Witch;12;flying_witch;tv;pg_13;7.53;released;2016-04-09T21:00:00.0000000Z;2016-06-25T21:00:00.0000000Z
31377;Kataribe Shoujo Honoka;1;;ona;g;5.42;released;2015-07-30T21:00:00.0000000Z;
31378;Owari no Seraph: Kyuuketsuki Shahar;1;owari_no_seraph;ova;r;7.17;released;2016-05-01T21:00:00.0000000Z;
31380;To LOVE-Ru Darkness 2nd OVA;3;to_love_ru;ova;r_plus;7.57;released;2016-01-03T21:00:00.0000000Z;2016-12-01T21:00:00.0000000Z
31387;Aru Hi Inu no Kuni kara Tegami ga Kite;1;;ova;g;6.56;released;2015-09-02T21:00:00.0000000Z;
31389;Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day;1;fate;special;pg_13;7.45;released;2015-10-06T21:00:00.0000000Z;
31402;Soul Worker: Your Destiny Awaits;5;;ona;pg_13;5.77;released;2016-03-16T21:00:00.0000000Z;2016-04-04T21:00:00.0000000Z
31404;Netoge no Yome wa Onnanoko ja Nai to Omotta?;12;;tv;pg_13;6.82;released;2016-04-06T21:00:00.0000000Z;2016-06-22T21:00:00.0000000Z
31405;Joker Game;12;joker_game;tv;r;7.05;released;2016-04-04T21:00:00.0000000Z;2016-06-20T21:00:00.0000000Z
31410;Mini Van 2nd Season;26;cardfight_vanguard;tv;pg_13;6.18;released;2015-10-02T21:00:00.0000000Z;2016-03-25T21:00:00.0000000Z
31414;Nijiiro Days;24;nijiiro_days;tv;pg_13;7.33;released;2016-01-09T21:00:00.0000000Z;2016-06-25T21:00:00.0000000Z
31417;Binan Koukou Chikyuu Boueibu LOVE! LOVE!;12;binan_koukou_chikyuu_boueibu_love;tv;pg_13;7.05;released;2016-07-07T21:00:00.0000000Z;2016-09-22T21:00:00.0000000Z
31418;KanColle Movie;1;kancolle_movie;movie;pg_13;7.52;released;2016-11-25T21:00:00.0000000Z;
31422;Minami Kamakura Koukou Joshi Jitenshabu;12;minami_kamakura_koukou_joshi_jitenshabu;tv;pg_13;6.26;released;2017-01-06T21:00:00.0000000Z;2017-03-24T21:00:00.0000000Z
31426;Urawa no Usagi-chan Special;1;musashino;special;pg;5.34;released;2015-10-15T21:00:00.0000000Z;
31427;Zinba;52;;tv;pg;6.7;released;2013-08-23T20:00:00.0000000Z;2013-10-12T20:00:00.0000000Z
31430;Terra Formars: Revenge;13;terra_formars;tv;r;6.72;released;2016-04-01T21:00:00.0000000Z;2016-06-24T21:00:00.0000000Z
31433;Ginga Eiyuu Densetsu: Die Neue These - Kaikou;12;ginga_eiyuu_densetsu;tv;r;7.7;released;2018-04-02T21:00:00.0000000Z;2018-06-25T21:00:00.0000000Z
31436;Danchi Tomoo: Natsuyasumi no Shukudai wa Owatta no ka yo? Tomoo;1;danchi_tomoo;special;g;0.0;released;2015-08-13T21:00:00.0000000Z;
31439;Wagamama High Spec;12;;tv;pg_13;5.4;released;2016-04-11T21:00:00.0000000Z;2016-06-27T21:00:00.0000000Z
31440;Teekyuu 6;12;teekyuu;tv;pg_13;6.62;released;2015-10-05T21:00:00.0000000Z;2015-12-21T21:00:00.0000000Z
31442;Musaigen no Phantom World;13;musaigen_no_phantom_world;tv;pg_13;6.88;released;2016-01-06T21:00:00.0000000Z;2016-03-30T21:00:00.0000000Z
31445;Minna Atsumare! Falcom Gakuen 3rd Season;0;minna_atsumare;tv;pg_13;0.0;anons;;
31448;Yoku Wakaru Mahouka! - Saiseitte Nani?;1;mahouka_koukou_no_rettousei;special;pg_13;6.43;released;2015-02-24T21:00:00.0000000Z;
31452;Norn9: Norn+Nonet;12;norn9;tv;pg_13;6.56;released;2016-01-06T21:00:00.0000000Z;2016-03-30T21:00:00.0000000Z
31454;Gundam: G no Reconguista - From the Past to the Future;1;gundam;special;pg_13;5.93;released;2015-03-20T21:00:00.0000000Z;
31456;Code:Realize - Sousei no Himegimi;12;code;tv;pg_13;6.65;released;2017-10-06T21:00:00.0000000Z;2017-12-22T21:00:00.0000000Z
31463;Maemilggot, Unsu Joeun Nal, Geurigo Bombom;1;;movie;pg_13;0.0;released;2014-08-20T20:00:00.0000000Z;
31464;Pichiko Dakyuubu;29;pichiko_dakyuubu;tv;g;0.0;released;2010-01-31T21:00:00.0000000Z;
31465;Pichiko Dakyuubu USA-hen;3;pichiko_dakyuubu;special;g;0.0;released;;
31467;Grendizer Giga;1;grendizer_giga;ona;r_plus;5.55;released;2015-04-11T21:00:00.0000000Z;
31471;MILPOM★;6;milpom;ona;pg_13;5.11;released;2015-09-04T21:00:00.0000000Z;2017-09-28T21:00:00.0000000Z
31476;Wake up!! Tamala;1;wake_up;movie;g;5.37;released;2010-10-10T20:00:00.0000000Z;
31478;Bungou Stray Dogs;12;bungou_stray_dogs;tv;r;7.79;released;2016-04-06T21:00:00.0000000Z;2016-06-22T21:00:00.0000000Z
31483;Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page;1;akagami_no_shirayuki_hime;ova;pg_13;7.71;released;2016-01-04T21:00:00.0000000Z;
31485;Aikatsu Stars! Movie;1;aikatsu;movie;pg;7.32;released;2016-08-12T21:00:00.0000000Z;
31486;Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes;1;futari_wa_milky_holmes;movie;pg_13;7.13;released;2016-02-26T21:00:00.0000000Z;
31490;One Piece Film: Gold;1;one_piece;movie;pg_13;7.94;released;2016-07-22T21:00:00.0000000Z;
31491;Hantsu x Trash;3;;ova;r_plus;5.16;released;2015-10-05T21:00:00.0000000Z;2016-11-03T21:00:00.0000000Z
31493;Lord of Vermilion III Special Anime Movie;1;lord_of_vermilion;special;pg_13;5.69;released;2015-08-21T21:00:00.0000000Z;
31494;Mini-Chara Macross;1;macross;special;g;5.36;released;2002-08-24T20:00:00.0000000Z;
31498;Pan de Peace!;13;;tv;pg_13;5.62;released;2016-04-02T21:00:00.0000000Z;2016-06-25T21:00:00.0000000Z
31499;Huyao Xiao Hongniang;13;huyao_xiao_hongniang;ona;pg_13;7.22;released;2015-06-25T21:00:00.0000000Z;2015-11-26T21:00:00.0000000Z
31500;High School Fleet;12;high_school_fleet;tv;pg_13;7.3;released;2016-04-09T21:00:00.0000000Z;2016-06-25T21:00:00.0000000Z
31505;Go! Samurai;1;;ona;pg_13;5.8;released;2015-08-06T21:00:00.0000000Z;
31506;Kappa no Ude;1;;movie;g;0.0;released;2008-12-31T21:00:00.0000000Z;
31507;Ari Ningen Monogatari;1;;movie;r;4.89;released;2007-12-31T21:00:00.0000000Z;
31508;Shinya Doubutsuen;1;;movie;g;0.0;released;2007-12-31T21:00:00.0000000Z;
31509;Ichi-gan Kuni;1;;movie;g;0.0;released;2008-12-31T21:00:00.0000000Z;
31510;Guitar;1;;movie;g;0.0;released;2008-12-31T21:00:00.0000000Z;
31511;Holiday;1;;movie;g;0.0;released;2010-12-31T21:00:00.0000000Z;
31512;Love & Gift;2;;ona;g;5.01;released;2014-10-29T21:00:00.0000000Z;2015-11-09T21:00:00.0000000Z
31513;Aoki Seimei Hoken;1;;special;g;4.9;released;2005-12-31T21:00:00.0000000Z;
31517;Ohayou Ninja-tai Gatchaman;475;gatchaman;tv;g;0.0;released;2011-04-17T20:00:00.0000000Z;2013-03-28T20:00:00.0000000Z
31519;Anitore! EX;12;anitore_xx;tv;pg_13;5.42;released;2015-10-12T21:00:00.0000000Z;2015-12-28T21:00:00.0000000Z
31521;Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete;1;ushinawareta_mirai_wo_motomete;special;r_plus;6.75;released;2015-07-31T21:00:00.0000000Z;
31530;Classroom☆Crisis: Tabi no Haji wa Uwanuri;1;classroom_crisis;special;pg_13;6.42;released;2015-12-22T21:00:00.0000000Z;
31534;Larva;26;larva;tv;g;5.88;released;2011-03-25T21:00:00.0000000Z;2011-09-23T20:00:00.0000000Z
31537;Manaria Friends;10;shingeki_no_bahamut;tv;pg_13;6.63;released;2019-01-20T21:00:00.0000000Z;2019-03-24T21:00:00.0000000Z
31539;Kyoufu! Zombie Neko;52;;tv;none;0.0;released;2015-10-01T21:00:00.0000000Z;2016-09-29T21:00:00.0000000Z
31540;Sekkou Boys;12;;tv;pg_13;6.28;released;2016-01-07T21:00:00.0000000Z;2016-03-24T21:00:00.0000000Z
31547;Ryouma 30 Seconds;5;;tv;g;0.0;released;2009-08-31T20:00:00.0000000Z;
31549;Peeping Life TV: Season 1??;12;peeping_life;tv;g;5.67;released;2015-10-03T21:00:00.0000000Z;2015-12-19T21:00:00.0000000Z
31551;Yurumates 3D Plus: Natsuyasumi Maison du Wish Report;1;yurumates;ova;pg_13;6.06;released;2012-08-29T20:00:00.0000000Z;
31552;Durarara!!x2 Ten: Onoroke Chakapoko;1;durarara;special;r;7.56;released;2016-01-26T21:00:00.0000000Z;
31553;Charlotte: Tsuyoimono-tachi;1;charlotte;special;pg_13;7.48;released;2016-03-29T21:00:00.0000000Z;
31555;Doushitemo Eto ni Hairitai;13;;tv;g;0.0;released;2015-10-10T21:00:00.0000000Z;2016-01-09T21:00:00.0000000Z
31559;Prince of Stride: Alternative;12;;tv;pg_13;6.91;released;2016-01-04T21:00:00.0000000Z;2016-03-21T21:00:00.0000000Z
31560;Miss Monochrome The Animation 3;13;miss_monochrome_the_animation;tv;g;6.54;released;2015-10-01T21:00:00.0000000Z;2015-12-24T21:00:00.0000000Z
31561;Gangsta. Recap;1;gangsta;special;r;6.46;released;2015-09-05T21:00:00.0000000Z;
31562;Neko no Dayan: Nihon e Iku;12;neko_no_dayan;tv;g;0.0;released;2015-10-16T21:00:00.0000000Z;2016-01-08T21:00:00.0000000Z
31563;Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku;1;;special;r;0.0;released;2015-08-10T21:00:00.0000000Z;
31564;Sansha Sanyou;12;sansha_sanyou;tv;pg_13;7.12;released;2016-04-10T21:00:00.0000000Z;2016-06-26T21:00:00.0000000Z
31566;Ketsuekigata-kun! 3;12;ketsuekigata_kun;tv;pg_13;6.37;released;2015-10-12T21:00:00.0000000Z;2015-12-28T21:00:00.0000000Z
31573;Brave Beats;22;;tv;g;6.44;released;2015-10-10T21:00:00.0000000Z;2016-03-26T21:00:00.0000000Z
31575;Offside;1;offside;ova;pg_13;0.0;released;1993-01-21T21:00:00.0000000Z;
31578;JK Meshi!;26;;tv;pg_13;4.62;released;2015-10-05T21:00:00.0000000Z;2016-03-28T21:00:00.0000000Z
31580;Ajin;13;ajin;tv;r;7.48;released;2016-01-15T21:00:00.0000000Z;2016-04-08T21:00:00.0000000Z
31581;Tsuritama: Harikitte Contest;1;tsuritama;special;pg_13;5.97;released;2012-11-20T20:00:00.0000000Z;
31582;Mimizu Monogatari;1;;movie;g;0.0;released;1988-12-31T21:00:00.0000000Z;
31583;Haruko no Bouken;1;;movie;g;5.42;released;1989-12-31T21:00:00.0000000Z;
31584;Henkei Sakuhin Dai 1-ban;1;metamorphose_works_no;movie;g;5.35;released;1983-12-31T21:00:00.0000000Z;
31585;Henkei Sakuhin Dai 2-ban;1;metamorphose_works_no;movie;g;0.0;released;1983-12-31T21:00:00.0000000Z;
31586;Mochibei;1;;movie;pg_13;3.0;released;2004-12-31T21:00:00.0000000Z;
31587;Kojin Toshi;1;;movie;g;5.28;released;1989-12-31T21:00:00.0000000Z;
31588;All Out!!;25;;tv;pg_13;7.08;released;2016-10-06T21:00:00.0000000Z;2017-03-30T21:00:00.0000000Z
31592;Pokemon XY&Z;47;pokemon;tv;pg;7.63;released;2015-10-28T21:00:00.0000000Z;2016-10-26T21:00:00.0000000Z
31593;Rokka no Yuusha Picture Drama;3;rokka_no_yuusha;special;pg_13;6.45;released;2015-09-15T21:00:00.0000000Z;2015-11-17T21:00:00.0000000Z
31598;Luger Code 1951;1;;ona;pg_13;6.45;released;2016-10-14T21:00:00.0000000Z;
31599;Kaette Kite yoo Toyama kara;4;taka_no_tsume;ona;g;0.0;released;2015-06-28T21:00:00.0000000Z;2016-02-18T21:00:00.0000000Z
31603;Kana Kana Kazoku: Rika in Wonderland;1;hybrid_deka;ona;g;0.0;released;2014-11-11T21:00:00.0000000Z;
31604;Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou;6;hybrid_deka;ona;g;0.0;released;2014-08-31T20:00:00.0000000Z;2014-09-16T20:00:00.0000000Z
31608;Teekyuu 4 Specials;2;teekyuu;special;pg_13;6.4;released;2015-08-27T21:00:00.0000000Z;
31610;Kyoukai no Rinne (TV) 2nd Season;25;rin_ne;tv;pg_13;7.18;released;2016-04-08T21:00:00.0000000Z;2016-09-23T21:00:00.0000000Z
31617;Koukaku Kidoutai: Shin Movie Virtual Reality Diver;1;ghost_in_the_shell;special;r_plus;6.37;released;2016-06-29T21:00:00.0000000Z;
31618;Kanojo ga Kanji wo Suki na Riyuu.;2;;ona;pg;5.47;released;2015-09-13T21:00:00.0000000Z;2015-10-12T21:00:00.0000000Z
31621;Ooyasan wa Shishunki!;12;ooyasan_wa_shishunki;tv;pg_13;6.56;released;2016-01-09T21:00:00.0000000Z;2016-03-26T21:00:00.0000000Z
31624;Tomato ni Natta Otokonoko;1;;ona;g;5.16;released;2015-08-27T21:00:00.0000000Z;
31629;Granblue Fantasy The Animation;13;granblue_fantasy;tv;pg_13;6.69;released;2017-04-01T21:00:00.0000000Z;2017-06-24T21:00:00.0000000Z
31630;"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!";24;gyakuten_saiban;tv;pg_13;6.45;released;2016-04-01T21:00:00.0000000Z;2016-09-23T21:00:00.0000000Z
31631;Monster Hunter Stories: Ride On;75;;tv;pg_13;6.22;released;2016-10-01T21:00:00.0000000Z;2018-03-31T21:00:00.0000000Z
31633;Sushi Police;13;;tv;pg_13;4.66;released;2016-01-06T21:00:00.0000000Z;2016-03-30T21:00:00.0000000Z
31634;Kokuhaku;1;;ona;r;2.29;released;2015-08-26T21:00:00.0000000Z;
31636;Dagashi Kashi;12;dagashi_kashi;tv;pg_13;6.63;released;2016-01-07T21:00:00.0000000Z;2016-03-31T21:00:00.0000000Z
31637;Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season;12;gate;tv;r;7.77;released;2016-01-08T21:00:00.0000000Z;2016-03-25T21:00:00.0000000Z
31638;Mr. Shape;4;mr_shape;special;g;0.0;released;2008-12-31T21:00:00.0000000Z;2017-12-10T21:00:00.0000000Z
31639;Mr. Shape: High Touch Taisou;1;mr_shape;ona;g;0.0;released;2015-05-10T21:00:00.0000000Z;
31640;Fuusen Inu Tinny 2nd Season;26;fuusen_inu_tinny;tv;g;0.0;released;2015-09-24T21:00:00.0000000Z;2016-03-24T21:00:00.0000000Z
31642;Pittanko! Taiyou-sensei to Pittanko;1;;special;g;0.0;released;2007-12-31T21:00:00.0000000Z;
31643;Mr. Deniroo in Henteko Mushi;1;;special;g;0.0;released;2005-12-31T21:00:00.0000000Z;
31644;Deniroo's Circus;1;;special;g;5.13;released;2003-12-31T21:00:00.0000000Z;
31645;Persona 5 the Animation: The Day Breakers;1;persona;special;pg_13;7.13;released;2016-09-02T21:00:00.0000000Z;
31646;3-gatsu no Lion;22;3_gatsu_no_lion;tv;pg_13;8.42;released;2016-10-07T21:00:00.0000000Z;2017-03-17T21:00:00.0000000Z
31647;Ponkotsuland Saga;3;ponkotsu_quest;ona;g;4.74;released;2015-10-23T21:00:00.0000000Z;2019-09-30T21:00:00.0000000Z
31658;Kuroko no Basket Movie 4: Last Game;1;kuroko_no_basket;movie;pg_13;8.07;released;2017-03-17T21:00:00.0000000Z;
31665;Hibike! Euphonium: Kakedasu Monaka;1;hibike_euphonium;special;pg_13;7.47;released;2015-12-15T21:00:00.0000000Z;
31667;Ponkotsu Quest: Maou to Haken no Mamono-tachi;0;ponkotsu_quest;ona;pg;0.0;ongoing;2013-08-21T20:00:00.0000000Z;
31668;Teekyuu 5 Specials;2;teekyuu;special;pg_13;6.26;released;2015-11-26T21:00:00.0000000Z;
31669;Takamiya Nasuno Desu!: Teekyuu Spin-off Special;1;teekyuu;special;pg_13;5.94;released;2015-08-27T21:00:00.0000000Z;
31670;Kaitou Joker 3rd Season;13;joker;tv;pg;7.2;released;2016-04-03T21:00:00.0000000Z;2016-06-26T21:00:00.0000000Z
31672;Ojarumaru: Wasureta Mori no Hinata;1;ojarumaru;special;g;0.0;released;2015-08-13T21:00:00.0000000Z;
31673;Larva 2nd Season;34;larva;tv;g;6.05;released;2013-01-04T20:00:00.0000000Z;2013-09-20T20:00:00.0000000Z
31674;Larva 3rd Season;26;larva;tv;g;6.12;released;2014-08-03T20:00:00.0000000Z;2014-11-25T21:00:00.0000000Z
31675;Haikyuu!! Quest Picture Drama;3;haikyuu;ova;pg_13;6.5;released;2014-09-24T20:00:00.0000000Z;
31676;Persona 2: Another Self;1;persona;special;pg_13;6.19;released;2000-06-28T20:00:00.0000000Z;
31678;Long Zhi Gu: Jingling Wangzuo;1;dragon_nest;movie;pg;7.32;released;2016-08-18T21:00:00.0000000Z;
31680;Super Lovers;10;super_lovers;tv;pg_13;7.06;released;2016-04-05T21:00:00.0000000Z;2016-06-07T21:00:00.0000000Z
31683;Danchigai: Juusan Goutou Sentou Ikitai!!;1;danchigai;special;pg_13;6.44;released;2015-09-17T21:00:00.0000000Z;
31685;Okaasan ni Naisho;1;;ona;r_plus;4.16;released;2015-03-14T21:00:00.0000000Z;
31686;Shigeru;1;;ona;r_plus;3.24;released;2014-06-13T20:00:00.0000000Z;
31687;◯;1;;ona;r_plus;3.78;released;2009-12-31T21:00:00.0000000Z;
31689;Requiem (ONA);1;;ona;r_plus;3.91;released;2012-01-16T20:00:00.0000000Z;
31690;Chuugakusei;2;;ova;none;0.0;released;2011-05-12T20:00:00.0000000Z;2012-04-26T20:00:00.0000000Z
31691;San Mao Liu Lang Ji;25;;tv;g;0.0;released;2005-12-31T21:00:00.0000000Z;
31692;Gogulyeoui Jeolm-eun Musadeul;7;;tv;none;0.0;released;2011-12-31T20:00:00.0000000Z;2013-12-31T20:00:00.0000000Z
31693;Ashita Tenki ni Naare Omake;1;ashita_tenki_ni_naare;ova;g;0.0;released;;
31694;Gakken no Zunou Kaihatsu Video;17;;ova;pg;0.0;released;1993-12-01T21:00:00.0000000Z;2000-11-23T21:00:00.0000000Z
31696;Witch Village Story;24;witch_village_story;tv;g;0.0;released;2005-01-08T21:00:00.0000000Z;2005-06-18T20:00:00.0000000Z
31697;Witch Village Story Specials;2;witch_village_story;special;g;0.0;released;;
31698;Zhan Long Si Qu;64;;tv;g;0.0;released;2008-12-31T21:00:00.0000000Z;
31699;Good Morning!!! Doronjo;243;mach_girl;tv;g;0.0;released;2015-03-29T21:00:00.0000000Z;2016-03-24T21:00:00.0000000Z
31700;Xiao Taiji;14;;tv;g;0.0;released;1998-12-31T21:00:00.0000000Z;
31701;Wu Lan Qi Qi Ge;26;;tv;g;0.0;released;;
31704;One Punch Man: Road to Hero;1;one_punch_man;ova;r;7.73;released;2015-12-03T21:00:00.0000000Z;
31706;Fate/kaleid liner Prisma☆Illya 3rei!!;12;fate;tv;pg_13;7.55;released;2016-07-05T21:00:00.0000000Z;2016-09-20T21:00:00.0000000Z
31710;Divine Gate;12;;tv;pg_13;5.59;released;2016-01-07T21:00:00.0000000Z;2016-03-24T21:00:00.0000000Z
31711;To LOVE-Ru Darkness 2nd Specials;2;to_love_ru;special;r_plus;7.62;released;2016-02-25T21:00:00.0000000Z;
31715;Working!!!: Lord of the Takanashi;1;working;special;pg_13;8.19;released;2016-03-29T21:00:00.0000000Z;
31716;Rewrite;13;rewrite;tv;pg_13;6.69;released;2016-07-01T21:00:00.0000000Z;2016-09-23T21:00:00.0000000Z
31722;Nanatsu no Taizai: Seisen no Shirushi;4;nanatsu_no_taizai;tv;pg_13;7.1;released;2016-08-27T21:00:00.0000000Z;2016-09-17T21:00:00.0000000Z
31730;Audition;1;;movie;none;0.0;released;2009-12-20T21:00:00.0000000Z;
31733;Bishoujo Senshi Sailor Moon Crystal Season III;13;sailor_moon;tv;pg_13;7.72;released;2016-04-03T21:00:00.0000000Z;2016-06-26T21:00:00.0000000Z
31736;Valkyrie Drive: Mermaid Specials;6;valkyrie_drive;special;r_plus;6.16;released;2015-12-17T21:00:00.0000000Z;2016-05-24T21:00:00.0000000Z
31737;Gakusen Toshi Asterisk 2nd Season;12;gakusen_toshi_asterisk;tv;pg_13;7.07;released;2016-04-01T21:00:00.0000000Z;2016-06-17T21:00:00.0000000Z
31738;Nanairo Kakumei;3;;special;g;5.93;released;2015-10-05T21:00:00.0000000Z;2015-10-19T21:00:00.0000000Z
31741;Magi: Sinbad no Bouken (TV);13;magi;tv;pg_13;7.9;released;2016-04-15T21:00:00.0000000Z;2016-07-01T21:00:00.0000000Z
31746;Dochamon Junior;16;dochamon_junior;tv;g;0.0;released;2015-10-04T21:00:00.0000000Z;2016-02-21T21:00:00.0000000Z
